k,seed,c_v,c_npmi,c_umass,topic_diversity,mean_top20_jaccard,mean_cosine_redundancy,mean_js_distance_redundancy,n_topics_0_studies,n_topics_1_study,n_topics_lt3_studies,n_topics_lt5_studies,margin_mean,prop_conf_lt_0.40,prop_conf_0.40_0.60,prop_conf_gt_0.60,model_path
5,13,0.3390573140117233,-0.05782750348430761,-0.7155075767331666,0.84,0.06194592510381982,0.3662931278347969,0.5990887017547033,0,0,0,0,0.5509899877149083,0.06060606060606061,0.22727272727272727,0.7121212121212122,models\fulltext\k05_seed13.model
5,14,0.3631466548316119,-0.051635224024765655,-0.6313768495990665,0.83,0.05651116703748284,0.36468436419963834,0.591465853696328,0,0,0,0,0.6077515203910342,0.07575757575757576,0.15151515151515152,0.7727272727272727,models\fulltext\k05_seed14.model
5,15,0.35777161799345336,-0.048779587958752535,-0.7046985314998896,0.86,0.04541099804257699,0.3344570308923721,0.5991317578667377,0,0,0,0,0.6269809692645884,0.015151515151515152,0.16666666666666666,0.8181818181818182,models\fulltext\k05_seed15.model
5,16,0.33996377363855396,-0.06019478091972665,-0.6298217415975487,0.83,0.04781826360773729,0.33530967235565184,0.5902258160115468,0,0,0,0,0.7029976707802261,0.015151515151515152,0.09090909090909091,0.8939393939393939,models\fulltext\k05_seed16.model
5,17,0.3455765904681971,-0.04534295952683668,-0.7198946559443954,0.75,0.08026429079060657,0.3192643389105797,0.5789299028536388,0,0,0,0,0.6386364630812943,0.030303030303030304,0.16666666666666666,0.803030303030303,models\fulltext\k05_seed17.model
5,18,0.36721509553622844,-0.032938702914640655,-0.6478857804985828,0.8,0.05907526960158538,0.3519973114132881,0.5855096979321535,0,0,0,0,0.6767602997855592,0.030303030303030304,0.12121212121212122,0.8484848484848485,models\fulltext\k05_seed18.model
5,19,0.35726605701387026,-0.045016235203870734,-0.5735716203284882,0.81,0.061616272142587934,0.2988971695303917,0.5994932410563988,0,0,0,1,0.6708412284365984,0.0,0.13636363636363635,0.8636363636363636,models\fulltext\k05_seed19.model
6,0,0.42330683376922495,-0.015001997574587936,-0.590299768854903,0.8333333333333334,0.03861108071634388,0.3175066391626994,0.6218137716769933,0,0,0,0,0.5743874793726415,0.07575757575757576,0.19696969696969696,0.7272727272727273,models\fulltext\k06_seed00.model
6,1,0.3333513665967041,-0.07135633429138143,-0.9261746384233022,0.8333333333333334,0.04460168670694986,0.30789904793103534,0.6120147131859482,0,0,0,0,0.6232328745945228,0.015151515151515152,0.21212121212121213,0.7727272727272727,models\fulltext\k06_seed01.model
6,2,0.3829904585536073,-0.05536190891602814,-0.9135911789023151,0.8666666666666667,0.031886137149295044,0.2569255451361338,0.6188615567616902,0,0,0,0,0.6431759162208464,0.0,0.21212121212121213,0.7878787878787878,models\fulltext\k06_seed02.model
6,3,0.40377125370800515,-0.03860993386158893,-0.7581442806126336,0.8,0.047795771479982006,0.2782081087430318,0.614891592376688,0,0,0,0,0.6629012748864735,0.015151515151515152,0.15151515151515152,0.8333333333333334,models\fulltext\k06_seed03.model
6,4,0.3546256911037376,-0.0517294728148763,-0.7947431980281797,0.825,0.04391922286659129,0.25338152547677356,0.6230335891401371,0,0,0,0,0.5466299737413465,0.07575757575757576,0.19696969696969696,0.7272727272727273,models\fulltext\k06_seed04.model
