no_below,no_above,k,vocab_size,total_tokens,mean_tokens_per_doc,median_tokens_per_doc,min_tokens_per_doc,max_tokens_per_doc,n_empty_docs,mean_c_v,mean_c_npmi,stability_js_similarity,mean_topic_diversity,mean_topic_redundancy_jaccard,mean_thin_topic_count_lt3,mean_zero_dominance_topic_count
5,0.85,5,2325,153539,2326.348484848485,2187.0,544,7180,0,0.35360980289736144,-0.027320314823312864,0.6369651304562648,0.78,0.08108023439292789,0.0,0.0
5,0.85,10,2325,153539,2326.348484848485,2187.0,544,7180,0,0.37728130530678994,-0.019321809949295166,0.5698371299450172,0.6770000000000002,0.06885599636889626,0.2,0.0
5,0.85,15,2325,153539,2326.348484848485,2187.0,544,7180,0,0.41635568566183495,-0.01124874013341343,0.5448206183455497,0.6173333333333334,0.062189728001315794,3.0,0.0
5,0.9,5,2355,168691,2555.9242424242425,2460.0,618,7635,0,0.33883822107234735,-0.02098704853321105,0.6453870466849885,0.74,0.09933329006084424,0.0,0.0
5,0.9,10,2355,168691,2555.9242424242425,2460.0,618,7635,0,0.3809571953076227,-0.01285704890608425,0.5805945762437164,0.649,0.07646570061430742,0.4,0.0
5,0.9,15,2355,168691,2555.9242424242425,2460.0,618,7635,0,0.41292758155710063,-0.003116337632901515,0.5644924813375625,0.5926666666666668,0.07074201002137542,3.6,0.0
5,0.95,5,2379,183433,2779.287878787879,2618.5,677,8685,0,0.352164982202922,-0.0069689653022080075,0.6640860853146335,0.7300000000000001,0.10225493906608456,0.0,0.0
5,0.95,10,2379,183433,2779.287878787879,2618.5,677,8685,0,0.38398097616513527,0.0009402733120423345,0.5992634318400257,0.62,0.08613585033605674,0.8,0.0
5,0.95,15,2379,183433,2779.287878787879,2618.5,677,8685,0,0.40768243181637,0.007466536162863818,0.556195744775775,0.5766666666666667,0.07036674860660821,5.0,0.0
5,1.0,5,2410,224942,3408.212121212121,3128.5,922,11014,0,0.34673029842395053,0.0026254674707016958,0.6821893053579187,0.5780000000000001,0.22357481893109715,0.0,0.0
5,1.0,10,2410,224942,3408.212121212121,3128.5,922,11014,0,0.35445776847983984,0.005458067878548831,0.5957699548811892,0.487,0.18332751342171277,1.8,0.2
5,1.0,15,2410,224942,3408.212121212121,3128.5,922,11014,0,0.3740682767965056,0.011781426506294018,0.5633179379153415,0.46066666666666667,0.15617242023782488,4.8,1.0
