representation,k,rep,sampling_seed,n_sampled,js_similarity,ari,nmi,thin_topics_lt5,zero_topics,normalized_entropy,entropy_delta,wall_seconds
metadata,2,50,50,53,0.89292,0.85191,0.80465,0,0,0.99769,-0.00231,0.2
metadata,2,51,51,53,0.8426,0.59071,0.48562,0,0,0.98738,-0.01262,0.2
metadata,2,52,52,53,0.85646,0.59059,0.49809,0,0,0.99974,-0.00026,0.2
metadata,2,53,53,53,0.87098,0.85191,0.80465,0,0,0.99769,-0.00231,0.2
metadata,2,54,54,53,0.85758,0.65183,0.6322,0,0,0.9687,-0.0313,0.2
metadata,2,55,55,53,0.90166,0.85197,0.80268,0,0,0.9791,-0.0209,0.2
metadata,2,56,56,53,0.8736,0.85191,0.80465,0,0,0.99769,-0.00231,0.2
metadata,2,57,57,53,0.89094,0.92452,0.88314,0,0,0.99357,-0.00643,0.2
metadata,2,58,58,53,0.88767,0.85191,0.80465,0,0,0.99769,-0.00231,0.2
metadata,2,59,59,53,0.89549,0.92452,0.88314,0,0,0.99357,-0.00643,0.2
metadata,2,60,60,53,0.84076,0.65166,0.57078,0,0,0.98738,-0.01262,0.2
metadata,2,61,61,53,0.89341,0.78229,0.73903,0,0,0.98738,-0.01262,0.2
metadata,2,62,62,53,0.82854,0.65166,0.63449,0,0,0.98738,-0.01262,0.2
metadata,2,63,63,53,0.88903,0.85193,0.80433,0,0,0.99357,-0.00643,0.2
metadata,2,64,64,53,0.88702,0.71548,0.68398,0,0,0.99769,-0.00231,0.2
metadata,2,65,65,53,0.86114,0.78222,0.69048,0,0,0.99974,-0.00026,0.2
metadata,2,66,66,53,0.90332,0.92451,0.88344,0,0,0.99974,-0.00026,0.2
metadata,2,67,67,53,0.89408,0.9245,0.88355,0,0,0.99974,-0.00026,0.2
metadata,2,68,68,53,0.85971,0.71552,0.68348,0,0,0.98738,-0.01262,0.2
metadata,2,69,69,53,0.82948,0.65166,0.57078,0,0,0.98738,-0.01262,0.2
metadata,2,70,70,53,0.80942,0.47792,0.43712,0,0,0.95616,-0.04384,0.2
metadata,2,71,71,53,0.86303,0.78226,0.68944,0,0,0.99769,-0.00231,0.2
metadata,2,72,72,53,0.87353,0.71544,0.62674,0,0,0.99769,-0.00231,0.2
metadata,2,73,73,53,0.87309,0.59071,0.59056,0,0,0.98738,-0.01262,0.2
metadata,2,74,74,53,0.87797,0.9245,0.88355,0,0,0.99974,-0.00026,0.2
metadata,2,75,75,53,0.85125,0.7155,0.61201,0,0,0.99357,-0.00643,0.2
metadata,2,76,76,53,0.76319,0.28591,0.25473,0,0,0.98738,-0.01262,0.2
metadata,2,77,77,53,0.90212,0.92451,0.88344,0,0,0.99769,-0.00231,0.2
metadata,2,78,78,53,0.87534,0.71548,0.68398,0,0,0.99357,-0.00643,0.2
metadata,2,79,79,53,0.8295,0.59071,0.59056,0,0,0.99357,-0.00643,0.2
metadata,2,80,80,53,0.89135,0.92451,0.88344,0,0,0.99769,-0.00231,0.2
metadata,2,81,81,53,0.89539,0.85196,0.76573,0,0,0.98738,-0.01262,0.2
metadata,2,82,82,53,0.84745,0.85191,0.80465,0,0,0.99974,-0.00026,0.2
metadata,2,83,83,53,0.87646,0.78229,0.73903,0,0,0.98738,-0.01262,0.2
metadata,2,84,84,53,0.89856,0.9245,0.88355,0,0,0.99974,-0.00026,0.2
metadata,2,85,85,53,0.76109,0.32975,0.34311,0,0,0.95616,-0.04384,0.2
metadata,2,86,86,53,0.81352,0.42524,0.37185,0,0,0.99769,-0.00231,0.2
metadata,2,87,87,53,0.88854,0.78225,0.73967,0,0,0.99974,-0.00026,0.2
metadata,2,88,88,53,0.90905,0.92451,0.88344,0,0,0.99974,-0.00026,0.2
metadata,2,89,89,53,0.84996,0.85193,0.80433,0,0,0.99974,-0.00026,0.2
metadata,2,90,90,53,0.84234,0.71543,0.6139,0,0,0.99974,-0.00026,0.2
metadata,2,91,91,53,0.83647,0.59071,0.59056,0,0,0.99357,-0.00643,0.2
metadata,2,92,92,53,0.85426,0.6516,0.5718,0,0,0.99357,-0.00643,0.2
metadata,2,93,93,53,0.90512,0.92451,0.88344,0,0,0.99974,-0.00026,0.2
metadata,2,94,94,53,0.88803,0.92451,0.88344,0,0,0.99769,-0.00231,0.2
metadata,2,95,95,53,0.8639,0.92453,0.88263,0,0,0.98738,-0.01262,0.2
metadata,2,96,96,53,0.83573,0.71548,0.68398,0,0,0.99769,-0.00231,0.2
metadata,2,97,97,53,0.89153,0.92451,0.88344,0,0,0.99769,-0.00231,0.2
metadata,2,98,98,53,0.84017,0.42511,0.35279,0,0,0.99769,-0.00231,0.2
metadata,2,99,99,53,0.79295,0.2864,0.27606,0,0,0.95616,-0.04384,0.2
metadata,2,100,100,53,0.8958,0.92452,0.88314,0,0,0.99357,-0.00643,0.2
